0.7637 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
18.7666 	WARNING 	User requested fullscreen with size [1024  768], but screen is actually [2048, 1152]. Using actual size
19.9539 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x000002C1B8366DC0>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x000002C1FE4411C0>, multiSample=False, name='window1', numSamples=2, pos=(2048, 0), screen=0, size=array([2048, 1152]), stencilBits=0, stereo=False, units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
19.9540 	EXP 	window1: mouseVisible = True
19.9541 	EXP 	window1: mouseVisible = False
19.9541 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
19.9541 	EXP 	window1: recordFrameIntervals = False
20.1212 	EXP 	window1: recordFrameIntervals = True
20.3056 	EXP 	Screen (0) actual frame rate measured at 60.25Hz
20.3057 	EXP 	window1: recordFrameIntervals = False
22.4772 	EXP 	Created text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
27.6629 	EXP 	textbox: autoLog = True
27.6629 	EXP 	textbox2: autoLog = True
27.6629 	EXP 	scoreboard: autoLog = True
27.6629 	EXP 	textbox_3: autoLog = True
27.6629 	EXP 	txt1: autoLog = True
27.6629 	EXP 	txt2: autoLog = True
27.6629 	EXP 	textbox_2: autoLog = True
27.6629 	EXP 	text: autoDraw = True
29.6979 	DATA 	Mouse: Left button down, pos=(1420,497)
29.7983 	DATA 	Mouse:  Left button up, pos=(1420,497)
31.5837 	EXP 	Created sequence: random, trialTypes=1, nReps=10, seed=None
31.5840 	EXP 	New trial (rep=0, index=0): None
31.7441 	DATA 	Keypress: space
31.7488 	EXP 	text: autoDraw = False
31.7488 	EXP 	textbox: autoDraw = True
31.7488 	EXP 	textbox2: autoDraw = True
31.7488 	EXP 	scoreboard: autoDraw = True
32.4367 	DATA 	Keypress: left
32.5824 	EXP 	textbox_3: autoDraw = True
33.2546 	DATA 	Keypress: left
33.2876 	EXP 	textbox: autoDraw = False
33.2876 	EXP 	textbox2: autoDraw = False
33.2876 	EXP 	scoreboard: autoDraw = False
33.2876 	EXP 	textbox_3: autoDraw = False
33.2876 	EXP 	txt1: foreColor = <psychopy.colors.Color: lime, alpha=1.0>
33.2876 	EXP 	txt2: foreColor = <psychopy.colors.Color: red, alpha=1.0>
33.7830 	EXP 	txt1: autoDraw = True
33.7830 	EXP 	txt2: autoDraw = True
33.7830 	EXP 	textbox_2: autoDraw = True
36.7690 	EXP 	New trial (rep=1, index=0): None
36.8108 	EXP 	txt1: autoDraw = False
36.8108 	EXP 	txt2: autoDraw = False
36.8108 	EXP 	textbox_2: autoDraw = False
36.8108 	EXP 	scoreboard: autoDraw = True
36.8691 	EXP 	textbox: autoDraw = True
36.8691 	EXP 	textbox2: autoDraw = True
37.7717 	EXP 	textbox_3: autoDraw = True
38.5365 	DATA 	Keypress: right
38.5419 	EXP 	textbox: autoDraw = False
38.5419 	EXP 	textbox2: autoDraw = False
38.5419 	EXP 	scoreboard: autoDraw = False
38.5419 	EXP 	textbox_3: autoDraw = False
38.5419 	EXP 	txt1: foreColor = <psychopy.colors.Color: lime, alpha=1.0>
38.5419 	EXP 	txt2: foreColor = <psychopy.colors.Color: red, alpha=1.0>
39.0210 	EXP 	txt1: autoDraw = True
39.0210 	EXP 	txt2: autoDraw = True
39.0210 	EXP 	textbox_2: autoDraw = True
42.0075 	EXP 	New trial (rep=2, index=0): None
42.1128 	EXP 	txt1: autoDraw = False
42.1128 	EXP 	txt2: autoDraw = False
42.1128 	EXP 	textbox_2: autoDraw = False
42.1128 	EXP 	txt1: autoDraw = False
42.1128 	EXP 	txt2: autoDraw = False
