1.1011 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
19.7930 	WARNING 	User requested fullscreen with size [1024  768], but screen is actually [2048, 1152]. Using actual size
21.0523 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x000002BD24AA3040>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x000002BD27D0B5B0>, multiSample=False, name='window1', numSamples=2, pos=(2048, 0), screen=0, size=array([2048, 1152]), stencilBits=0, stereo=False, units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
21.0529 	EXP 	window1: mouseVisible = True
21.0529 	EXP 	window1: mouseVisible = False
21.0530 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
21.0530 	EXP 	window1: recordFrameIntervals = False
21.2348 	EXP 	window1: recordFrameIntervals = True
21.4198 	EXP 	Screen (0) actual frame rate measured at 59.55Hz
21.4199 	EXP 	window1: recordFrameIntervals = False
23.5914 	EXP 	Created text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
23.7440 	EXP 	textbox: autoLog = True
23.7440 	EXP 	textbox2: autoLog = True
23.7440 	EXP 	scoreboard: autoLog = True
23.7440 	EXP 	textbox_3: autoLog = True
23.7440 	EXP 	txt1: autoLog = True
23.7440 	EXP 	txt2: autoLog = True
23.7440 	EXP 	textbox_2: autoLog = True
23.7440 	EXP 	text: autoDraw = True
29.7594 	DATA 	Mouse: Left button down, pos=(1598,584)
29.8432 	DATA 	Mouse:  Left button up, pos=(1598,584)
31.1307 	EXP 	Created sequence: random, trialTypes=1, nReps=10, seed=None
31.1310 	EXP 	New trial (rep=0, index=0): None
31.3329 	DATA 	Keypress: space
31.3379 	EXP 	text: autoDraw = False
